AU,year,title,journal,citations,DOI link
"Simon, F | Guillen, P | Sagaut, P | Lucor, D",2010,A gPC-based approach to uncertain transonic aerodynamics,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,23,https://dx.doi.org/10.1016/j.cma.2009.11.021
"Takewaki, I",2000,Soil-structure random response reduction via TMD-VD simultaneous use,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,23,https://dx.doi.org/10.1016/S0045-7825(99)00434-X
"Dunning, PD | Kim, HA",2015,Introducing the sequential linear programming level-set method for topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,23,https://dx.doi.org/10.1007/s00158-014-1174-z
"Yoon, GH",2012,Topological layout design of electro-fluid-thermal-compliant actuator,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,23,https://dx.doi.org/10.1016/j.cma.2011.11.005
"Janssen, M | Lennartz, B",2009,"Water losses through paddy bunds: Methods, experimental data, and simulation studies",JOURNAL OF HYDROLOGY,23,https://dx.doi.org/10.1016/j.jhydrol.2009.02.038
"Yildiz, O | Barros, AP",2007,Elucidating vegetation controls on the hydroclimatology of a mid-latitude basin,JOURNAL OF HYDROLOGY,23,https://dx.doi.org/10.1016/j.jhydrol.2006.09.010
"Niadas, IA",2005,Regional flow duration curve estimation in small ungauged catchments using instantaneous flow measurements and a censored data approach,JOURNAL OF HYDROLOGY,23,https://dx.doi.org/10.1016/j.jhydrol.2005.03.009
"Rozemeijer, JC | van der Velde, Y | McLaren, RG | van Geer, FC | Broers, HP | Bierkens, MFP",2010,Integrated modeling of groundwater-surface water interactions in a tile-drained agricultural field: The importance of directly measured flow route contributions,WATER RESOURCES RESEARCH,23,https://dx.doi.org/10.1029/2010WR009155
"Asefa, T | Kemblowski, M | Lall, U | Urroz, G",2005,Support vector machines for nonlinear state space reconstruction: Application to the Great Salt Lake time series,WATER RESOURCES RESEARCH,23,https://dx.doi.org/10.1029/2004WR003785
"Tuninetti, M | Tamea, S | D'Odorico, P | Laio, F | Ridolfi, L",2015,Global sensitivity of high-resolution estimates of crop water footprint,WATER RESOURCES RESEARCH,23,https://dx.doi.org/10.1002/2015WR017148
"Zhang, XY | Drake, N | Wainwright, J",2002,Scaling land surface parameters for global-scale soil erosion estimation,WATER RESOURCES RESEARCH,23,https://dx.doi.org/10.1029/2001WR000356
"Herckenrath, D | Langevin, CD | Doherty, J",2011,Predictive uncertainty analysis of a saltwater intrusion model using null-space Monte Carlo,WATER RESOURCES RESEARCH,23,https://dx.doi.org/10.1029/2010WR009342
"Li, L | Xu, CY | Xia, J | Engeland, K | Reggiani, P",2011,Uncertainty estimates by Bayesian method with likelihood of AR (1) plus Normal model and AR (1) plus Multi-Normal model in different time-scales hydrological models,JOURNAL OF HYDROLOGY,23,https://dx.doi.org/10.1016/j.jhydrol.2011.05.052
"Oudin, L | Andreassian, V | Perrin, C | Anctil, F",2004,Locating the sources of low-pass behavior within rainfall-runoff models,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1029/2004WR003291
"Chatanantavet, P | Lajeunesse, E | Parker, G | Malverti, L | Meunier, P",2010,Physically based model of downstream fining in bedrock streams with lateral input,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1029/2008WR007208
"Cooper, RJ | Krueger, T | Hiscock, KM | Rawlins, BG",2014,Sensitivity of fluvial sediment source apportionment to mixing model assumptions: A Bayesian model comparison,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1002/2014WR016194
"Perdigao, RAP | Bloschl, G",2014,Spatiotemporal flood sensitivity to annual precipitation: Evidence for landscape-climate coevolution,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1002/2014WR015365
"Ivanov, VY | Hutyra, LR | Wofsy, SC | Munger, JW | Saleska, SR | de Oliveira, RC | de Camargo, PB",2012,Root niche separation can explain avoidance of seasonal drought stress and vulnerability of overstory trees to extended drought in a mature Amazonian forest,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1029/2012WR011972
"Pang, LP | Simunek, J",2006,Evaluation of bacteria-facilitated cadmium transport in gravel columns using the HYDRUS colloid-facilitated solute transport model,WATER RESOURCES RESEARCH,22,https://dx.doi.org/10.1029/2006WR004896
"Yira, Y | Diekkrtiger, B | Steup, G | Bossa, AY",2016,"Modeling land use change impacts on water resources in a tropical West African catchment (Dano, Burkina Faso)",JOURNAL OF HYDROLOGY,22,https://dx.doi.org/10.1016/j.jhydrol.2016.03.052
"Hulme, KF | Bloebaum, CL",2000,A simulation-based comparison of multidisciplinary design optimization solution strategies using CASCADE,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,22,https://dx.doi.org/10.1007/s001580050083
"van der Zee, KG | van Brummelen, EH | Akkerman, I | de Borst, R",2011,Goal-oriented error estimation and adaptivity for fluid-structure interaction using exact linearized adjoints,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,22,https://dx.doi.org/10.1016/j.cma.2010.12.010
"Wellen, C | Arhonditsis, GB | Long, T | Boyd, D",2014,Quantifying the uncertainty of nonpoint source attribution in distributed water quality models: A Bayesian assessment of SWAT's sediment export predictions,JOURNAL OF HYDROLOGY,22,https://dx.doi.org/10.1016/j.jhydrol.2014.10.007
"Boyaval, S",2012,A fast Monte-Carlo method with a reduced basis of control variates applied to uncertainty propagation and Bayesian estimation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,22,https://dx.doi.org/10.1016/j.cma.2012.05.003
"Pan, F | Zhu, JT | Ye, M | Pachepsky, YA | Wu, YS",2011,Sensitivity analysis of unsaturated flow and contaminant transport with correlated parameters,JOURNAL OF HYDROLOGY,22,https://dx.doi.org/10.1016/j.jhydrol.2010.11.045
"Gaucherel, C | Campillo, F | Misson, L | Guiot, J | Boreux, JJ",2008,"Parameterization of a process-based tree-growth model: Comparison of optimization, MCMC and Particle Filtering algorithms",ENVIRONMENTAL MODELLING & SOFTWARE,22,https://dx.doi.org/10.1016/j.envsoft.2008.03.003
"Sonmez, FO",2007,Shape optimization of 2D structures using simulated annealing,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,22,https://dx.doi.org/10.1016/j.cma.2007.01.019
"Gibbs, MS | Maier, HR | Dandy, GC",2012,A generic framework for regression regionalization in ungauged catchments,ENVIRONMENTAL MODELLING & SOFTWARE,22,https://dx.doi.org/10.1016/j.envsoft.2011.10.006
"Mehr, AD | Kahya, E | Ozger, M",2014,A gene-wavelet model for long lead time drought forecasting,JOURNAL OF HYDROLOGY,22,https://dx.doi.org/10.1016/j.jhydrol.2014.06.012
"Kumar, V | Mari, M | Schuhmacher, M | Domingo, JL",2009,Partitioning total variance in risk assessment: Application to a municipal solid waste incinerator,ENVIRONMENTAL MODELLING & SOFTWARE,22,https://dx.doi.org/10.1016/j.envsoft.2008.06.012
"Beh, EHY | Maier, HR | Dandy, GC",2015,Scenario driven optimal sequencing under deep uncertainty,ENVIRONMENTAL MODELLING & SOFTWARE,22,https://dx.doi.org/10.1016/j.envsoft.2015.02.006
"Faramarzi, M | Srinivasan, R | Iravani, M | Bladon, KD | Abbaspour, KC | Zehnder, AJB | Goss, GG",2015,Setting up a hydrological model of Alberta: Data discrimination analyses prior to calibration,ENVIRONMENTAL MODELLING & SOFTWARE,22,https://dx.doi.org/10.1016/j.envsoft.2015.09.006
"Lerat, J | Andreassian, V | Perrin, C | Vaze, J | Perraud, JM | Ribstein, P | Loumagne, C",2012,Do internal flow measurements improve the calibration of rainfall-runoff models?,WATER RESOURCES RESEARCH,21,https://dx.doi.org/10.1029/2010WR010179
"Contreras, S | Boer, MM | Alcala, FJ | Domingo, F | Garcia, M | Pulido-Bosch, A | Puigdefabregas, J",2008,An ecohydrological modelling approach for assessing long-term recharge rates in semiarid karstic landscapes,JOURNAL OF HYDROLOGY,21,https://dx.doi.org/10.1016/j.jhydrol.2007.11.039
"Kang, Z | Bai, S",2013,On robust design optimization of truss structures with bounded uncertainties,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,21,https://dx.doi.org/10.1007/s00158-012-0868-3
"Barbato, M | Conte, JP",2005,Finite element response sensitivity analysis: a comparison between force-based and displacement-based frame element models,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,21,https://dx.doi.org/10.1016/j.cma.2004.04.011
"Agarwal, N | Aluru, NR",2008,Stochastic modeling of coupled electromechanical interaction for uncertainty quantification in electrostatically actuated MEMS,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,21,https://dx.doi.org/10.1016/j.cma.2008.01.005
"Zhang, X | Rayasam, M | Subbarayan, G",2007,"A meshless, compositional approach to shape optimal design",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,21,https://dx.doi.org/10.1016/j.cma.2006.11.008
"Cai, SY | Zhang, WH",2015,Stress constrained topology optimization with free-form design domains,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,21,https://dx.doi.org/10.1016/j.cma.2015.02.012
"Barcelos, M | Maute, K",2008,Aeroelastic design optimization for laminar and turbulent flows,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,21,https://dx.doi.org/10.1016/j.cma.2007.03.009
"Khadam, IM | Kaluarachchi, JJ",2006,Water quality modeling under hydrologic variability and parameter uncertainty using erosion-scaled export coefficients,JOURNAL OF HYDROLOGY,21,https://dx.doi.org/10.1016/j.jhydrol.2006.03.033
"Yu, DP | Coulthard, TJ",2015,Evaluating the importance of catchment hydrological parameters for urban surface water flood modelling using a simple hydro-inundation model,JOURNAL OF HYDROLOGY,21,https://dx.doi.org/10.1016/j.jhydrol.2015.02.040
"Burger, G | Schulla, J | Werner, AT",2011,"Estimates of future flow, including extremes, of the Columbia River headwaters",WATER RESOURCES RESEARCH,21,https://dx.doi.org/10.1029/2010WR009716
"Noori, R | Yeh, HD | Abbasi, M | Kachoosangi, FT | Moazami, S",2015,Uncertainty analysis of support vector machine for online prediction of five-day biochemical oxygen demand,JOURNAL OF HYDROLOGY,21,https://dx.doi.org/10.1016/j.jhydrol.2015.05.046
"Brindha, K | Elango, L",2015,Cross comparison of five popular groundwater pollution vulnerability index approaches,JOURNAL OF HYDROLOGY,21,https://dx.doi.org/10.1016/j.jhydrol.2015.03.003
"Mao, DQ | Yeh, TCJ | Wan, L | Lee, CH | Hsu, KC | Wen, JC | Lu, WX",2013,Cross-correlation analysis and information content of observed heads during pumping in unconfined aquifers,WATER RESOURCES RESEARCH,21,https://dx.doi.org/10.1002/wrcr.20066
"Lu, D | Ye, M | Meyer, PD | Curtis, GP | Shi, XQ | Niu, XF | Yabusaki, SB",2013,Effects of error covariance structure on estimation of model averaging weights and predictive performance,WATER RESOURCES RESEARCH,21,https://dx.doi.org/10.1002/wrcr.20441
"Teatini, P | Ferronato, M | Gambolati, G | Bau, D | Putti, M",2010,Anthropogenic Venice uplift by seawater pumping into a heterogeneous aquifer system,WATER RESOURCES RESEARCH,21,https://dx.doi.org/10.1029/2010WR009161
"Wang, MY | Li, L",2013,Shape equilibrium constraint: a strategy for stress-constrained structural topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,21,https://dx.doi.org/10.1007/s00158-012-0846-9
"Zhou, JX | Zou, W",2008,Meshless approximation combined with implicit topology description for optimization of continua,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,21,https://dx.doi.org/10.1007/s00158-007-0168-5
"Phan, TD | Smart, JCR | Capon, SJ | Hadwen, WL | Sahin, O",2016,Applications of Bayesian belief networks in water resource management: A systematic review,ENVIRONMENTAL MODELLING & SOFTWARE,21,https://dx.doi.org/10.1016/j.envsoft.2016.08.006
"Shorshani, MF | Andre, M | Bonhomme, C | Seigneur, C",2015,"Modelling chain for the effect of road traffic on air and water quality: Techniques, current status and future prospects",ENVIRONMENTAL MODELLING & SOFTWARE,21,https://dx.doi.org/10.1016/j.envsoft.2014.11.020
"Yao, T | Hendrickx, JMH",2001,Stability analysis of the unsaturated water flow equation 2. Experimental verification,WATER RESOURCES RESEARCH,20,https://dx.doi.org/10.1029/2001WR900003
"Zheng, B | Chang, CJ | Gea, HC",2009,Topology optimization with design-dependent pressure loading,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-008-0317-5
"Tsoukalas, I | Makropoulos, C",2015,Multiobjective optimisation on a budget: Exploring surrogate modelling for robust multi-reservoir rules generation under hydrological uncertainty,ENVIRONMENTAL MODELLING & SOFTWARE,20,https://dx.doi.org/10.1016/j.envsoft.2014.09.023
"Zhang, L | Subbarayan, G",2002,An evaluation of back-propagation neural networks for the optimal design of structural systems: Part II. Numerical evaluation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,20,https://dx.doi.org/10.1016/S0045-7825(02)00213-X
"Tripp, DR | Niernann, JD",2008,Evaluating the parameter identifiability and structural validity of a probability-distributed model for soil moisture,JOURNAL OF HYDROLOGY,20,https://dx.doi.org/10.1016/j.jhydrol.2008.01.028
"Taheri, AH | Hassani, B",2014,Simultaneous isogeometrical shape and material design of functionally graded structures for optimal eigenfrequencies,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,20,https://dx.doi.org/10.1016/j.cma.2014.04.014
"Marin, L | Lesnic, D",2003,BEM first-order regularisation method in linear elasticity for boundary identification,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,20,https://dx.doi.org/10.1016/S0045-7825(03)00239-1
"James, KA | Waisman, H",2014,Failure mitigation in optimal topology design using a coupled nonlinear continuum damage model,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,20,https://dx.doi.org/10.1016/j.cma.2013.10.022
"Xia, Q | Shi, TL | Wang, MY",2011,A level set based shape and topology optimization method for maximizing the simple or repeated first eigenvalue of structure vibration,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-010-0595-6
"Gu, XG | Sun, GY | Li, GY | Huang, XD | Li, YC | Li, Q",2013,Multiobjective optimization design for vehicle occupant restraint system under frontal impact,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-012-0811-7
"Coffin, P | Maute, K",2016,Level set topology optimization of cooling and heating devices using a simplified convection model,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-015-1343-8
"Artina, S | Bolognesi, A | Liserra, T | Maglionico, A",2007,Simulation of a storm sewer network in industrial area: Comparison between models calibrated through experimental data,ENVIRONMENTAL MODELLING & SOFTWARE,20,https://dx.doi.org/10.1016/j.envsoft.2006.11.002
"Gain, AL | Paulino, GH",2013,A critical comparative assessment of differential equation-driven methods for structural topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-013-0935-4
"Pedersen, NL",2004,Optimization of holes in plates for control of eigenfrequencies,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,20,https://dx.doi.org/10.1007/s00158-004-0426-8
"Elshall, AS | Tsai, FTC",2014,Constructive epistemic modeling of groundwater flow with geological structure and boundary condition uncertainty under the Bayesian paradigm,JOURNAL OF HYDROLOGY,20,https://dx.doi.org/10.1016/j.jhydrol.2014.05.027
"Petrucci, G | Bonhomme, C",2014,"The dilemma of spatial representation for urban hydrology semi-distributed modelling: Trade-offs among complexity, calibration and geographical data",JOURNAL OF HYDROLOGY,20,https://dx.doi.org/10.1016/j.jhydrol.2014.06.019
"Palanisamy, B | Chui, TFM",2015,Rehabilitation of concrete canals in urban catchments using low impact development techniques,JOURNAL OF HYDROLOGY,20,https://dx.doi.org/10.1016/j.jhydrol.2015.01.034
"Braud, I | Bariac, T | Vauclin, M | Boujamlaoui, Z | Gaudet, JP | Biron, P | Richard, P",2005,"SiSPAT-Isotope, a coupled heat, water and stable isotope (HDO and (H2O)-O-18) transport model for bare soil. Part II. Evaluation and sensitivity tests using two laboratory data sets",JOURNAL OF HYDROLOGY,20,https://dx.doi.org/10.1016/j.jhydrol.2004.12.012
"Clappier, A | Pisoni, E | Thunis, P",2015,A new approach to design source-receptor relationships for air quality modelling,ENVIRONMENTAL MODELLING & SOFTWARE,20,https://dx.doi.org/10.1016/j.envsoft.2015.09.007
"Wu, D | Gao, W",2017,Hybrid uncertain static analysis with random and interval fields,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,20,https://dx.doi.org/10.1016/j.cma.2016.10.047
"Del Giudice, D | Reichert, P | Bares, V | Albert, C | Rieckermann, J",2015,Model bias and complexity - Understanding the effects of structural deficits and input errors on runoff predictions,ENVIRONMENTAL MODELLING & SOFTWARE,20,https://dx.doi.org/10.1016/j.envsoft.2014.11.006
"Cao, PL | Karpyn, ZT | Li, L",2015,Self-healing of cement fractures under dynamic flow of CO2-rich brine,WATER RESOURCES RESEARCH,20,https://dx.doi.org/10.1002/2014WR016162
"Xu, YP | Booij, MJ | Mynett, AE",2007,An appropriateness framework for the Dutch Meuse decision support system,ENVIRONMENTAL MODELLING & SOFTWARE,20,https://dx.doi.org/10.1016/j.envsoft.2007.01.002
